,module_category,component_category,year,month,number_repair,time
5837,M8,P02,2006,10,34,-14
5838,M8,P02,2006,11,36,-13
5839,M8,P02,2006,12,33,-12
5840,M8,P02,2007,1,31,-11
5841,M8,P02,2007,2,36,-10
5842,M8,P02,2007,3,40,-9
5843,M8,P02,2007,4,38,-8
5844,M8,P02,2007,5,45,-7
5845,M8,P02,2007,6,40,-6
5846,M8,P02,2007,7,49,-5
5847,M8,P02,2007,8,54,-4
5848,M8,P02,2007,9,51,-3
5849,M8,P02,2007,10,45,-2
5850,M8,P02,2007,11,48,-1
5851,M8,P02,2007,12,53,0
5852,M8,P02,2008,1,49,1
5853,M8,P02,2008,2,49,2
5854,M8,P02,2008,3,35,3
5855,M8,P02,2008,4,42,4
5856,M8,P02,2008,5,19,5
5857,M8,P02,2008,6,24,6
5858,M8,P02,2008,7,17,7
5859,M8,P02,2008,8,27,8
5860,M8,P02,2008,9,21,9
5861,M8,P02,2008,10,14,10
5862,M8,P02,2008,11,11,11
5863,M8,P02,2008,12,1,12
5864,M8,P02,2009,1,3,13
5865,M8,P02,2009,2,4,14
5866,M8,P02,2009,3,2,15
5867,M8,P02,2009,4,1,16
5868,M8,P02,2009,6,1,18
5869,M8,P02,2009,8,1,20
5870,M8,P04,2005,10,1,-26
5871,M8,P04,2005,11,5,-25
5872,M8,P04,2005,12,16,-24
5873,M8,P04,2006,1,15,-23
5874,M8,P04,2006,2,31,-22
5875,M8,P04,2006,3,29,-21
5876,M8,P04,2006,4,30,-20
5877,M8,P04,2006,5,58,-19
5878,M8,P04,2006,6,36,-18
5879,M8,P04,2006,7,20,-17
5880,M8,P04,2006,8,30,-16
5881,M8,P04,2006,9,20,-15
5882,M8,P04,2006,10,22,-14
5883,M8,P04,2006,11,30,-13
5884,M8,P04,2006,12,25,-12
5885,M8,P04,2007,1,24,-11
5886,M8,P04,2007,2,24,-10
5887,M8,P04,2007,3,55,-9
5888,M8,P04,2007,4,38,-8
5889,M8,P04,2007,5,32,-7
5890,M8,P04,2007,6,24,-6
5891,M8,P04,2007,7,33,-5
5892,M8,P04,2007,8,62,-4
5893,M8,P04,2007,9,56,-3
5894,M8,P04,2007,10,50,-2
5895,M8,P04,2007,11,40,-1
5896,M8,P04,2007,12,32,0
5897,M8,P04,2008,1,39,1
5898,M8,P04,2008,2,41,2
5899,M8,P04,2008,3,47,3
5900,M8,P04,2008,4,31,4
5901,M8,P04,2008,5,27,5
5902,M8,P04,2008,6,15,6
5903,M8,P04,2008,7,21,7
5904,M8,P04,2008,8,34,8
5905,M8,P04,2008,9,23,9
5906,M8,P04,2008,10,22,10
5907,M8,P04,2008,11,18,11
5908,M8,P04,2008,12,9,12
5909,M8,P04,2009,1,5,13
5910,M8,P04,2009,2,11,14
5911,M8,P04,2009,3,9,15
5912,M8,P04,2009,4,6,16
5913,M8,P04,2009,5,2,17
5914,M8,P04,2009,7,1,19
5915,M8,P04,2009,8,2,20
5916,M8,P04,2009,9,1,21
5917,M8,P04,2009,10,2,22
5918,M8,P05,2005,10,1,-26
5919,M8,P05,2005,12,4,-24
5920,M8,P05,2006,1,6,-23
5921,M8,P05,2006,2,10,-22
5922,M8,P05,2006,3,10,-21
5923,M8,P05,2006,4,7,-20
5924,M8,P05,2006,5,11,-19
5925,M8,P05,2006,6,8,-18
5926,M8,P05,2006,7,9,-17
5927,M8,P05,2006,8,7,-16
5928,M8,P05,2006,9,14,-15
5929,M8,P05,2006,10,17,-14
5930,M8,P05,2006,11,13,-13
5931,M8,P05,2006,12,14,-12
5932,M8,P05,2007,1,15,-11
5933,M8,P05,2007,2,9,-10
5934,M8,P05,2007,3,12,-9
5935,M8,P05,2007,4,17,-8
5936,M8,P05,2007,5,14,-7
5937,M8,P05,2007,6,18,-6
5938,M8,P05,2007,7,12,-5
5939,M8,P05,2007,8,16,-4
5940,M8,P05,2007,9,14,-3
5941,M8,P05,2007,10,11,-2
5942,M8,P05,2007,11,16,-1
5943,M8,P05,2007,12,11,0
5944,M8,P05,2008,1,12,1
5945,M8,P05,2008,2,10,2
5946,M8,P05,2008,3,13,3
5947,M8,P05,2008,4,9,4
5948,M8,P05,2008,5,6,5
5949,M8,P05,2008,6,5,6
5950,M8,P05,2008,7,9,7
5951,M8,P05,2008,8,6,8
5952,M8,P05,2008,9,7,9
5953,M8,P05,2008,10,5,10
5954,M8,P05,2008,11,7,11
5955,M8,P05,2008,12,2,12
5956,M8,P05,2009,2,1,14
5957,M8,P05,2009,3,2,15
5958,M8,P05,2009,8,1,20
5959,M8,P05,2009,11,1,23
5960,M8,P06,2005,10,4,-26
5961,M8,P06,2005,11,22,-25
5962,M8,P06,2005,12,43,-24
5963,M8,P06,2006,1,102,-23
5964,M8,P06,2006,2,137,-22
5965,M8,P06,2006,3,157,-21
5966,M8,P06,2006,4,224,-20
5967,M8,P06,2006,5,222,-19
5968,M8,P06,2006,6,260,-18
5969,M8,P06,2006,7,323,-17
5970,M8,P06,2006,8,324,-16
5971,M8,P06,2006,9,399,-15
5972,M8,P06,2006,10,447,-14
5973,M8,P06,2006,11,430,-13
5974,M8,P06,2006,12,454,-12
5975,M8,P06,2007,1,432,-11
5976,M8,P06,2007,2,462,-10
5977,M8,P06,2007,3,466,-9
5978,M8,P06,2007,4,477,-8
5979,M8,P06,2007,5,377,-7
5980,M8,P06,2007,6,446,-6
5981,M8,P06,2007,7,520,-5
5982,M8,P06,2007,8,434,-4
5983,M8,P06,2007,9,543,-3
5984,M8,P06,2007,10,437,-2
5985,M8,P06,2007,11,434,-1
5986,M8,P06,2007,12,379,0
5987,M8,P06,2008,1,389,1
5988,M8,P06,2008,2,382,2
5989,M8,P06,2008,3,397,3
5990,M8,P06,2008,4,323,4
5991,M8,P06,2008,5,264,5
5992,M8,P06,2008,6,250,6
5993,M8,P06,2008,7,231,7
5994,M8,P06,2008,8,245,8
5995,M8,P06,2008,9,215,9
5996,M8,P06,2008,10,163,10
5997,M8,P06,2008,11,140,11
5998,M8,P06,2008,12,97,12
5999,M8,P06,2009,1,40,13
6000,M8,P06,2009,2,41,14
6001,M8,P06,2009,3,38,15
6002,M8,P06,2009,4,16,16
6003,M8,P06,2009,5,26,17
6004,M8,P06,2009,6,14,18
6005,M8,P06,2009,7,11,19
6006,M8,P06,2009,8,13,20
6007,M8,P06,2009,9,18,21
6008,M8,P06,2009,10,5,22
6009,M8,P06,2009,11,7,23
6010,M8,P06,2009,12,8,24
6011,M8,P09,2005,11,1,-25
6012,M8,P09,2005,12,4,-24
6013,M8,P09,2006,1,5,-23
6014,M8,P09,2006,2,4,-22
6015,M8,P09,2006,3,13,-21
6016,M8,P09,2006,4,7,-20
6017,M8,P09,2006,5,11,-19
6018,M8,P09,2006,6,18,-18
6019,M8,P09,2006,7,13,-17
6020,M8,P09,2006,8,21,-16
6021,M8,P09,2006,9,17,-15
6022,M8,P09,2006,10,22,-14
6023,M8,P09,2006,11,38,-13
6024,M8,P09,2006,12,33,-12
6025,M8,P09,2007,1,71,-11
6026,M8,P09,2007,2,89,-10
6027,M8,P09,2007,3,116,-9
6028,M8,P09,2007,4,115,-8
6029,M8,P09,2007,5,126,-7
6030,M8,P09,2007,6,168,-6
6031,M8,P09,2007,7,173,-5
6032,M8,P09,2007,8,141,-4
6033,M8,P09,2007,9,201,-3
6034,M8,P09,2007,10,147,-2
6035,M8,P09,2007,11,152,-1
6036,M8,P09,2007,12,131,0
6037,M8,P09,2008,1,196,1
6038,M8,P09,2008,2,192,2
6039,M8,P09,2008,3,239,3
6040,M8,P09,2008,4,175,4
6041,M8,P09,2008,5,109,5
6042,M8,P09,2008,6,132,6
6043,M8,P09,2008,7,168,7
6044,M8,P09,2008,8,145,8
6045,M8,P09,2008,9,135,9
6046,M8,P09,2008,10,75,10
6047,M8,P09,2008,11,78,11
6048,M8,P09,2008,12,37,12
6049,M8,P09,2009,1,22,13
6050,M8,P09,2009,2,20,14
6051,M8,P09,2009,3,16,15
6052,M8,P09,2009,4,7,16
6053,M8,P09,2009,5,5,17
6054,M8,P09,2009,6,4,18
6055,M8,P09,2009,7,2,19
6056,M8,P09,2009,8,4,20
6057,M8,P09,2009,9,5,21
6058,M8,P09,2009,10,6,22
6059,M8,P09,2009,11,2,23
6060,M8,P09,2009,12,3,24
6061,M8,P10,2006,10,1,-14
6062,M8,P10,2007,9,1,-3
6063,M8,P11,2005,11,2,-25
6064,M8,P11,2005,12,3,-24
6065,M8,P11,2006,1,4,-23
6066,M8,P11,2006,2,2,-22
6067,M8,P11,2006,3,6,-21
6068,M8,P11,2006,4,6,-20
6069,M8,P11,2006,5,10,-19
6070,M8,P11,2006,6,7,-18
6071,M8,P11,2006,7,9,-17
6072,M8,P11,2006,8,18,-16
6073,M8,P11,2006,9,13,-15
6074,M8,P11,2006,10,9,-14
6075,M8,P11,2006,11,10,-13
6076,M8,P11,2006,12,11,-12
6077,M8,P11,2007,1,8,-11
6078,M8,P11,2007,2,16,-10
6079,M8,P11,2007,3,7,-9
6080,M8,P11,2007,4,9,-8
6081,M8,P11,2007,5,9,-7
6082,M8,P11,2007,6,15,-6
6083,M8,P11,2007,7,13,-5
6084,M8,P11,2007,8,7,-4
6085,M8,P11,2007,9,10,-3
6086,M8,P11,2007,10,7,-2
6087,M8,P11,2007,11,4,-1
6088,M8,P11,2007,12,6,0
6089,M8,P11,2008,1,7,1
6090,M8,P11,2008,2,7,2
6091,M8,P11,2008,3,13,3
6092,M8,P11,2008,4,4,4
6093,M8,P11,2008,5,8,5
6094,M8,P11,2008,6,6,6
6095,M8,P11,2008,7,4,7
6096,M8,P11,2008,8,5,8
6097,M8,P11,2008,9,6,9
6098,M8,P11,2008,10,2,10
6099,M8,P11,2008,11,1,11
6100,M8,P11,2008,12,1,12
6101,M8,P11,2009,1,2,13
6102,M8,P11,2009,2,2,14
6103,M8,P11,2009,3,2,15
6104,M8,P11,2009,4,1,16
6105,M8,P11,2009,10,1,22
6106,M8,P12,2005,10,9,-26
6107,M8,P12,2005,11,24,-25
6108,M8,P12,2005,12,25,-24
6109,M8,P12,2006,1,44,-23
6110,M8,P12,2006,2,46,-22
6111,M8,P12,2006,3,57,-21
6112,M8,P12,2006,4,111,-20
6113,M8,P12,2006,5,107,-19
6114,M8,P12,2006,6,108,-18
6115,M8,P12,2006,7,94,-17
6116,M8,P12,2006,8,109,-16
6117,M8,P12,2006,9,117,-15
6118,M8,P12,2006,10,138,-14
6119,M8,P12,2006,11,146,-13
6120,M8,P12,2006,12,132,-12
6121,M8,P12,2007,1,148,-11
6122,M8,P12,2007,2,174,-10
6123,M8,P12,2007,3,244,-9
6124,M8,P12,2007,4,263,-8
6125,M8,P12,2007,5,239,-7
6126,M8,P12,2007,6,303,-6
6127,M8,P12,2007,7,453,-5
6128,M8,P12,2007,8,536,-4
6129,M8,P12,2007,9,500,-3
6130,M8,P12,2007,10,569,-2
6131,M8,P12,2007,11,444,-1
6132,M8,P12,2007,12,583,0
6133,M8,P12,2008,1,571,1
6134,M8,P12,2008,2,550,2
6135,M8,P12,2008,3,601,3
6136,M8,P12,2008,4,515,4
6137,M8,P12,2008,5,330,5
6138,M8,P12,2008,6,402,6
6139,M8,P12,2008,7,520,7
6140,M8,P12,2008,8,602,8
6141,M8,P12,2008,9,531,9
6142,M8,P12,2008,10,406,10
6143,M8,P12,2008,11,366,11
6144,M8,P12,2008,12,213,12
6145,M8,P12,2009,1,119,13
6146,M8,P12,2009,2,95,14
6147,M8,P12,2009,3,54,15
6148,M8,P12,2009,4,20,16
6149,M8,P12,2009,5,25,17
6150,M8,P12,2009,6,16,18
6151,M8,P12,2009,7,31,19
6152,M8,P12,2009,8,18,20
6153,M8,P12,2009,9,24,21
6154,M8,P12,2009,10,24,22
6155,M8,P12,2009,11,11,23
6156,M8,P12,2009,12,5,24
6157,M8,P13,2005,10,2,-26
6158,M8,P13,2005,11,4,-25
6159,M8,P13,2005,12,11,-24
6160,M8,P13,2006,1,19,-23
6161,M8,P13,2006,2,31,-22
6162,M8,P13,2006,3,26,-21
6163,M8,P13,2006,4,23,-20
6164,M8,P13,2006,5,35,-19
6165,M8,P13,2006,6,20,-18
6166,M8,P13,2006,7,19,-17
6167,M8,P13,2006,8,30,-16
6168,M8,P13,2006,9,20,-15
6169,M8,P13,2006,10,31,-14
6170,M8,P13,2006,11,23,-13
6171,M8,P13,2006,12,23,-12
6172,M8,P13,2007,1,40,-11
6173,M8,P13,2007,2,24,-10
6174,M8,P13,2007,3,30,-9
6175,M8,P13,2007,4,33,-8
6176,M8,P13,2007,5,20,-7
6177,M8,P13,2007,6,17,-6
6178,M8,P13,2007,7,37,-5
6179,M8,P13,2007,8,24,-4
6180,M8,P13,2007,9,34,-3
6181,M8,P13,2007,10,25,-2
6182,M8,P13,2007,11,31,-1
6183,M8,P13,2007,12,16,0
6184,M8,P13,2008,1,14,1
6185,M8,P13,2008,2,21,2
6186,M8,P13,2008,3,19,3
6187,M8,P13,2008,4,20,4
6188,M8,P13,2008,5,9,5
6189,M8,P13,2008,6,17,6
6190,M8,P13,2008,7,10,7
6191,M8,P13,2008,8,17,8
6192,M8,P13,2008,9,11,9
6193,M8,P13,2008,10,8,10
6194,M8,P13,2008,11,13,11
6195,M8,P13,2008,12,4,12
6196,M8,P13,2009,2,2,14
6197,M8,P13,2009,3,3,15
6198,M8,P13,2009,7,2,19
6199,M8,P13,2009,8,1,20
6200,M8,P15,2005,10,1,-26
6201,M8,P15,2005,11,4,-25
6202,M8,P15,2005,12,6,-24
6203,M8,P15,2006,1,18,-23
6204,M8,P15,2006,2,10,-22
6205,M8,P15,2006,3,22,-21
6206,M8,P15,2006,4,30,-20
6207,M8,P15,2006,5,31,-19
6208,M8,P15,2006,6,37,-18
6209,M8,P15,2006,7,52,-17
6210,M8,P15,2006,8,51,-16
6211,M8,P15,2006,9,64,-15
6212,M8,P15,2006,10,59,-14
6213,M8,P15,2006,11,79,-13
6214,M8,P15,2006,12,72,-12
6215,M8,P15,2007,1,46,-11
6216,M8,P15,2007,2,69,-10
6217,M8,P15,2007,3,71,-9
6218,M8,P15,2007,4,87,-8
6219,M8,P15,2007,5,73,-7
6220,M8,P15,2007,6,68,-6
6221,M8,P15,2007,7,90,-5
6222,M8,P15,2007,8,74,-4
6223,M8,P15,2007,9,92,-3
6224,M8,P15,2007,10,79,-2
6225,M8,P15,2007,11,66,-1
6226,M8,P15,2007,12,68,0
6227,M8,P15,2008,1,64,1
6228,M8,P15,2008,2,74,2
6229,M8,P15,2008,3,63,3
6230,M8,P15,2008,4,40,4
6231,M8,P15,2008,5,40,5
6232,M8,P15,2008,6,43,6
6233,M8,P15,2008,7,49,7
6234,M8,P15,2008,8,45,8
6235,M8,P15,2008,9,39,9
6236,M8,P15,2008,10,23,10
6237,M8,P15,2008,11,30,11
6238,M8,P15,2008,12,16,12
6239,M8,P15,2009,1,6,13
6240,M8,P15,2009,2,6,14
6241,M8,P15,2009,3,11,15
6242,M8,P15,2009,4,2,16
6243,M8,P15,2009,5,3,17
6244,M8,P15,2009,6,1,18
6245,M8,P15,2009,7,2,19
6246,M8,P15,2009,8,4,20
6247,M8,P15,2009,9,6,21
6248,M8,P15,2009,10,1,22
6249,M8,P15,2009,11,1,23
6250,M8,P15,2009,12,5,24
6251,M8,P16,2005,10,5,-26
6252,M8,P16,2005,11,7,-25
6253,M8,P16,2005,12,6,-24
6254,M8,P16,2006,1,17,-23
6255,M8,P16,2006,2,28,-22
6256,M8,P16,2006,3,40,-21
6257,M8,P16,2006,4,37,-20
6258,M8,P16,2006,5,40,-19
6259,M8,P16,2006,6,51,-18
6260,M8,P16,2006,7,59,-17
6261,M8,P16,2006,8,54,-16
6262,M8,P16,2006,9,70,-15
6263,M8,P16,2006,10,95,-14
6264,M8,P16,2006,11,93,-13
6265,M8,P16,2006,12,90,-12
6266,M8,P16,2007,1,117,-11
6267,M8,P16,2007,2,118,-10
6268,M8,P16,2007,3,128,-9
6269,M8,P16,2007,4,103,-8
6270,M8,P16,2007,5,87,-7
6271,M8,P16,2007,6,92,-6
6272,M8,P16,2007,7,115,-5
6273,M8,P16,2007,8,116,-4
6274,M8,P16,2007,9,135,-3
6275,M8,P16,2007,10,138,-2
6276,M8,P16,2007,11,119,-1
6277,M8,P16,2007,12,94,0
6278,M8,P16,2008,1,89,1
6279,M8,P16,2008,2,95,2
6280,M8,P16,2008,3,108,3
6281,M8,P16,2008,4,88,4
6282,M8,P16,2008,5,53,5
6283,M8,P16,2008,6,58,6
6284,M8,P16,2008,7,52,7
6285,M8,P16,2008,8,58,8
6286,M8,P16,2008,9,44,9
6287,M8,P16,2008,10,43,10
6288,M8,P16,2008,11,31,11
6289,M8,P16,2008,12,31,12
6290,M8,P16,2009,1,25,13
6291,M8,P16,2009,2,16,14
6292,M8,P16,2009,3,13,15
6293,M8,P16,2009,4,6,16
6294,M8,P16,2009,5,8,17
6295,M8,P16,2009,6,7,18
6296,M8,P16,2009,7,8,19
6297,M8,P16,2009,8,4,20
6298,M8,P16,2009,9,8,21
6299,M8,P16,2009,10,14,22
6300,M8,P16,2009,11,3,23
6301,M8,P16,2009,12,8,24
6302,M8,P17,2005,11,1,-25
6303,M8,P17,2005,12,1,-24
6304,M8,P17,2006,1,5,-23
6305,M8,P17,2006,2,5,-22
6306,M8,P17,2006,3,6,-21
6307,M8,P17,2006,4,8,-20
6308,M8,P17,2006,5,7,-19
6309,M8,P17,2006,6,10,-18
6310,M8,P17,2006,7,9,-17
6311,M8,P17,2006,8,14,-16
6312,M8,P17,2006,9,10,-15
6313,M8,P17,2006,10,20,-14
6314,M8,P17,2006,11,10,-13
6315,M8,P17,2006,12,20,-12
6316,M8,P17,2007,1,13,-11
6317,M8,P17,2007,2,12,-10
6318,M8,P17,2007,3,12,-9
6319,M8,P17,2007,4,14,-8
6320,M8,P17,2007,5,16,-7
6321,M8,P17,2007,6,21,-6
6322,M8,P17,2007,7,27,-5
6323,M8,P17,2007,8,18,-4
6324,M8,P17,2007,9,27,-3
6325,M8,P17,2007,10,13,-2
6326,M8,P17,2007,11,16,-1
6327,M8,P17,2007,12,19,0
6328,M8,P17,2008,1,16,1
6329,M8,P17,2008,2,18,2
6330,M8,P17,2008,3,25,3
6331,M8,P17,2008,4,16,4
6332,M8,P17,2008,5,12,5
6333,M8,P17,2008,6,14,6
6334,M8,P17,2008,7,15,7
6335,M8,P17,2008,8,10,8
6336,M8,P17,2008,9,5,9
6337,M8,P17,2008,10,3,10
6338,M8,P17,2008,11,7,11
6339,M8,P17,2008,12,2,12
6340,M8,P17,2009,1,3,13
6341,M8,P17,2009,3,6,15
6342,M8,P17,2009,5,1,17
6343,M8,P17,2009,6,1,18
6344,M8,P17,2009,9,3,21
6345,M8,P17,2009,10,2,22
6346,M8,P17,2009,11,1,23
6347,M8,P17,2009,12,1,24
6348,M8,P19,2005,12,1,-24
6349,M8,P19,2006,1,4,-23
6350,M8,P19,2006,2,4,-22
6351,M8,P19,2006,3,3,-21
6352,M8,P19,2006,4,6,-20
6353,M8,P19,2006,5,8,-19
6354,M8,P19,2006,6,12,-18
6355,M8,P19,2006,7,11,-17
6356,M8,P19,2006,8,5,-16
6357,M8,P19,2006,9,10,-15
6358,M8,P19,2006,10,14,-14
6359,M8,P19,2006,11,8,-13
6360,M8,P19,2006,12,19,-12
6361,M8,P19,2007,1,12,-11
6362,M8,P19,2007,2,7,-10
6363,M8,P19,2007,3,15,-9
6364,M8,P19,2007,4,11,-8
6365,M8,P19,2007,5,12,-7
6366,M8,P19,2007,6,7,-6
6367,M8,P19,2007,7,14,-5
6368,M8,P19,2007,8,8,-4
6369,M8,P19,2007,9,13,-3
6370,M8,P19,2007,10,11,-2
6371,M8,P19,2007,11,6,-1
6372,M8,P19,2007,12,14,0
6373,M8,P19,2008,1,8,1
6374,M8,P19,2008,2,5,2
6375,M8,P19,2008,3,8,3
6376,M8,P19,2008,4,5,4
6377,M8,P19,2008,5,7,5
6378,M8,P19,2008,6,3,6
6379,M8,P19,2008,7,3,7
6380,M8,P19,2008,8,7,8
6381,M8,P19,2008,9,6,9
6382,M8,P19,2008,10,3,10
6383,M8,P19,2008,11,5,11
6384,M8,P19,2008,12,3,12
6385,M8,P19,2009,1,1,13
6386,M8,P19,2009,2,1,14
6387,M8,P19,2009,9,2,21
6388,M8,P20,2005,10,1,-26
6389,M8,P20,2005,11,19,-25
6390,M8,P20,2005,12,31,-24
6391,M8,P20,2006,1,65,-23
6392,M8,P20,2006,2,76,-22
6393,M8,P20,2006,3,97,-21
6394,M8,P20,2006,4,76,-20
6395,M8,P20,2006,5,135,-19
6396,M8,P20,2006,6,117,-18
6397,M8,P20,2006,7,165,-17
6398,M8,P20,2006,8,164,-16
6399,M8,P20,2006,9,216,-15
6400,M8,P20,2006,10,250,-14
6401,M8,P20,2006,11,261,-13
6402,M8,P20,2006,12,251,-12
6403,M8,P20,2007,1,289,-11
6404,M8,P20,2007,2,279,-10
6405,M8,P20,2007,3,339,-9
6406,M8,P20,2007,4,272,-8
6407,M8,P20,2007,5,259,-7
6408,M8,P20,2007,6,255,-6
6409,M8,P20,2007,7,273,-5
6410,M8,P20,2007,8,283,-4
6411,M8,P20,2007,9,239,-3
6412,M8,P20,2007,10,237,-2
6413,M8,P20,2007,11,224,-1
6414,M8,P20,2007,12,200,0
6415,M8,P20,2008,1,179,1
6416,M8,P20,2008,2,182,2
6417,M8,P20,2008,3,210,3
6418,M8,P20,2008,4,146,4
6419,M8,P20,2008,5,99,5
6420,M8,P20,2008,6,101,6
6421,M8,P20,2008,7,119,7
6422,M8,P20,2008,8,117,8
6423,M8,P20,2008,9,86,9
6424,M8,P20,2008,10,63,10
6425,M8,P20,2008,11,41,11
6426,M8,P20,2008,12,40,12
6427,M8,P20,2009,1,17,13
6428,M8,P20,2009,2,11,14
6429,M8,P20,2009,3,8,15
6430,M8,P20,2009,4,4,16
6431,M8,P20,2009,5,3,17
6432,M8,P20,2009,6,3,18
6433,M8,P20,2009,7,2,19
6434,M8,P20,2009,8,3,20
6435,M8,P20,2009,9,3,21
6436,M8,P20,2009,10,1,22
6437,M8,P20,2009,11,3,23
6438,M8,P20,2009,12,1,24
6439,M8,P21,2005,10,2,-26
6440,M8,P21,2005,11,2,-25
6441,M8,P21,2005,12,8,-24
6442,M8,P21,2006,1,15,-23
6443,M8,P21,2006,2,30,-22
6444,M8,P21,2006,3,41,-21
6445,M8,P21,2006,4,46,-20
6446,M8,P21,2006,5,71,-19
6447,M8,P21,2006,6,48,-18
6448,M8,P21,2006,7,38,-17
6449,M8,P21,2006,8,59,-16
6450,M8,P21,2006,9,68,-15
6451,M8,P21,2006,10,71,-14
6452,M8,P21,2006,11,81,-13
6453,M8,P21,2006,12,63,-12
6454,M8,P21,2007,1,63,-11
6455,M8,P21,2007,2,62,-10
6456,M8,P21,2007,3,52,-9
6457,M8,P21,2007,4,40,-8
6458,M8,P21,2007,5,35,-7
6459,M8,P21,2007,6,36,-6
6460,M8,P21,2007,7,35,-5
6461,M8,P21,2007,8,31,-4
6462,M8,P21,2007,9,34,-3
6463,M8,P21,2007,10,40,-2
6464,M8,P21,2007,11,34,-1
6465,M8,P21,2007,12,29,0
6466,M8,P21,2008,1,24,1
6467,M8,P21,2008,2,11,2
6468,M8,P21,2008,3,24,3
6469,M8,P21,2008,4,17,4
6470,M8,P21,2008,5,10,5
6471,M8,P21,2008,6,16,6
6472,M8,P21,2008,7,13,7
6473,M8,P21,2008,8,11,8
6474,M8,P21,2008,9,11,9
6475,M8,P21,2008,10,7,10
6476,M8,P21,2008,11,16,11
6477,M8,P21,2008,12,11,12
6478,M8,P21,2009,1,10,13
6479,M8,P21,2009,2,7,14
6480,M8,P21,2009,3,10,15
6481,M8,P21,2009,4,11,16
6482,M8,P21,2009,5,4,17
6483,M8,P21,2009,6,3,18
6484,M8,P21,2009,7,5,19
6485,M8,P21,2009,8,4,20
6486,M8,P21,2009,9,5,21
6487,M8,P21,2009,10,1,22
6488,M8,P21,2009,11,2,23
6489,M8,P21,2009,12,1,24
6490,M8,P22,2005,10,2,-26
6491,M8,P22,2005,11,3,-25
6492,M8,P22,2005,12,3,-24
6493,M8,P22,2006,1,12,-23
6494,M8,P22,2006,2,6,-22
6495,M8,P22,2006,3,17,-21
6496,M8,P22,2006,4,9,-20
6497,M8,P22,2006,5,22,-19
6498,M8,P22,2006,6,37,-18
6499,M8,P22,2006,7,49,-17
6500,M8,P22,2006,8,35,-16
6501,M8,P22,2006,9,58,-15
6502,M8,P22,2006,10,58,-14
6503,M8,P22,2006,11,49,-13
6504,M8,P22,2006,12,47,-12
6505,M8,P22,2007,1,36,-11
6506,M8,P22,2007,2,61,-10
6507,M8,P22,2007,3,60,-9
6508,M8,P22,2007,4,48,-8
6509,M8,P22,2007,5,43,-7
6510,M8,P22,2007,6,45,-6
6511,M8,P22,2007,7,56,-5
6512,M8,P22,2007,8,62,-4
6513,M8,P22,2007,9,64,-3
6514,M8,P22,2007,10,36,-2
6515,M8,P22,2007,11,36,-1
6516,M8,P22,2007,12,11,0
6517,M8,P22,2008,1,27,1
6518,M8,P22,2008,2,34,2
6519,M8,P22,2008,3,37,3
6520,M8,P22,2008,4,34,4
6521,M8,P22,2008,5,30,5
6522,M8,P22,2008,6,24,6
6523,M8,P22,2008,7,32,7
6524,M8,P22,2008,8,31,8
6525,M8,P22,2008,9,20,9
6526,M8,P22,2008,10,17,10
6527,M8,P22,2008,11,11,11
6528,M8,P22,2008,12,8,12
6529,M8,P22,2009,1,7,13
6530,M8,P22,2009,2,3,14
6531,M8,P22,2009,3,1,15
6532,M8,P22,2009,4,1,16
6533,M8,P22,2009,6,1,18
6534,M8,P22,2009,7,2,19
6535,M8,P22,2009,8,1,20
6536,M8,P22,2009,10,1,22
6537,M8,P22,2009,12,1,24
6538,M8,P24,2005,10,2,-26
6539,M8,P24,2005,11,9,-25
6540,M8,P24,2005,12,7,-24
6541,M8,P24,2006,1,19,-23
6542,M8,P24,2006,2,26,-22
6543,M8,P24,2006,3,20,-21
6544,M8,P24,2006,4,29,-20
6545,M8,P24,2006,5,52,-19
6546,M8,P24,2006,6,61,-18
6547,M8,P24,2006,7,74,-17
6548,M8,P24,2006,8,78,-16
6549,M8,P24,2006,9,115,-15
6550,M8,P24,2006,10,137,-14
6551,M8,P24,2006,11,132,-13
6552,M8,P24,2006,12,136,-12
6553,M8,P24,2007,1,136,-11
6554,M8,P24,2007,2,179,-10
6555,M8,P24,2007,3,205,-9
6556,M8,P24,2007,4,166,-8
6557,M8,P24,2007,5,147,-7
6558,M8,P24,2007,6,170,-6
6559,M8,P24,2007,7,155,-5
6560,M8,P24,2007,8,143,-4
6561,M8,P24,2007,9,184,-3
6562,M8,P24,2007,10,193,-2
6563,M8,P24,2007,11,168,-1
6564,M8,P24,2007,12,159,0
6565,M8,P24,2008,1,178,1
6566,M8,P24,2008,2,140,2
6567,M8,P24,2008,3,203,3
6568,M8,P24,2008,4,169,4
6569,M8,P24,2008,5,94,5
6570,M8,P24,2008,6,97,6
6571,M8,P24,2008,7,116,7
6572,M8,P24,2008,8,115,8
6573,M8,P24,2008,9,100,9
6574,M8,P24,2008,10,56,10
6575,M8,P24,2008,11,52,11
6576,M8,P24,2008,12,15,12
6577,M8,P24,2009,1,19,13
6578,M8,P24,2009,2,5,14
6579,M8,P24,2009,3,9,15
6580,M8,P24,2009,4,9,16
6581,M8,P24,2009,5,2,17
6582,M8,P24,2009,7,3,19
6583,M8,P24,2009,8,1,20
6584,M8,P24,2009,10,1,22
6585,M8,P25,2005,10,1,-26
6586,M8,P25,2005,11,1,-25
6587,M8,P25,2005,12,1,-24
6588,M8,P25,2006,1,5,-23
6589,M8,P25,2006,2,3,-22
6590,M8,P25,2006,3,9,-21
